TimeStamp,Is_Participate,PosterScore,PhraseScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton,SuveyType,PraseType,,
8/21/2024 11:06:48,Yes,75,83,2,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,3,紙は資源ゴミ,特になし,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:06:54,Yes,5,8,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:06:58,Yes,80,80,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:07:11,Yes,80,80,3,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:07:39,Yes,10,8,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,female,No,4,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:07:39,Yes,90,24,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,2,2,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:07:56,Yes,6,5,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,2,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:08:01,Yes,50,100,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:08:03,Yes,86,100,1,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:08:34,Yes,60,20,1,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,female,Yes,2,3,分別しようと思った,出来る範囲で分別している,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:08:37,Yes,85,40,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:09:23,Yes,5,90,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,No,2,2,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:09:55,Yes,6,5,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,other,other,other,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:10:24,Yes,60,70,4,2,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,20dai,female,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:10:34,Yes,80,80,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,人間としてのマナーである,特になし,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:10:36,Yes,4,50,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:10:39,Yes,50,80,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,female,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:10:40,Yes,70,30,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,どれだけ真意性のある回答となるか。,気を付けていてもモレがある。そこを気を付けるべき。,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:11:13,Yes,85,80,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,No,5,3,分別の重要性を再認識しました。,電池は、その都度、家族に依頼する。,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:11:13,Yes,45,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,3,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:11:28,Yes,45,70,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,No,4,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:11:40,Yes,40,100,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,ポスター選択時、拡大で見たいです。3の写真が何か分かりませんでした。,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:12:13,Yes,65,75,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,4,3,ポスターの言い回しが回りくどいと思いました,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:12:27,Yes,70,80,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:12:57,Yes,6,80,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,No,4,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:12:58,Yes,50,50,3,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,No,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:13:14,Yes,30,80,3,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,Yes,4,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:13:19,Yes,80,100,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,5,5,社会啓発になる。,分別を徹底する。,a2,紙は資源ごみに分別してください。,,
